LngtClass,Year
8000,01/01/2010
4900,01/01/2010
6400,01/01/2010
2500,01/01/2010
2900,01/01/2010
4200,01/01/2010
4600,01/01/2010
5200,01/01/2010
5900,01/01/2010
2900,01/01/2010
4500,01/01/2010
2900,01/01/2010
3200,01/01/2010
4100,01/01/2010
4200,01/01/2010
7500,01/01/2010
8500,01/01/2010
4600,01/01/2010
4800,01/01/2010
4900,01/01/2010
5700,01/01/2010
6200,01/01/2010
6800,01/01/2010
5200,01/01/2010
2500,01/01/2010
6100,01/01/2010
4400,01/01/2010
6400,01/01/2010
4900,01/01/2010
2700,01/01/2010
4500,01/01/2010
4200,01/01/2010
9100,01/01/2010
2900,01/01/2010
4200,01/01/2010
4600,01/01/2010
6300,01/01/2010
4100,01/01/2010
4500,01/01/2010
4800,01/01/2010
4900,01/01/2010
5700,01/01/2010
3400,01/01/2010
6400,01/01/2010
6900,01/01/2010
2300,01/01/2010
4300,01/01/2010
6600,01/01/2010
3200,01/01/2010
7500,01/01/2010
1800,01/01/2010
2100,01/01/2010
2300,01/01/2010
2600,01/01/2010
2700,01/01/2010
4400,01/01/2010
6400,01/01/2010
6800,01/01/2010
7000,01/01/2010
7100,01/01/2010
7500,01/01/2010
2200,01/01/2010
2500,01/01/2010
2600,01/01/2010
3900,01/01/2010
6400,01/01/2010
6700,01/01/2010
7000,01/01/2010
8500,01/01/2010
6800,01/01/2010
2500,01/01/2010
2800,01/01/2010
4200,01/01/2010
4300,01/01/2010
6500,01/01/2010
6900,01/01/2010
1900,01/01/2010
2800,01/01/2010
2900,01/01/2010
3000,01/01/2010
2200,01/01/2010
1600,01/01/2010
1800,01/01/2010
2500,01/01/2010
2900,01/01/2010
2200,01/01/2010
1800,01/01/2010
2300,01/01/2010
5200,01/01/2010
7300,01/01/2010
7600,01/01/2010
2100,01/01/2010
3900,01/01/2010
1600,01/01/2010
1800,01/01/2010
1900,01/01/2010
2000,01/01/2010
3500,01/01/2010
3600,01/01/2010
1700,01/01/2010
1800,01/01/2010
2300,01/01/2010
3700,01/01/2010
3800,01/01/2010
4300,01/01/2010
1300,01/01/2010
1400,01/01/2010
4600,01/01/2010
3500,01/01/2010
1500,01/01/2010
1600,01/01/2010
1900,01/01/2010
2100,01/01/2010
3000,01/01/2010
3500,01/01/2010
1600,01/01/2010
1700,01/01/2010
2000,01/01/2010
2200,01/01/2010
2300,01/01/2010
3600,01/01/2010
3700,01/01/2010
3900,01/01/2010
4300,01/01/2010
1800,01/01/2010
68,01/01/2010
35,01/01/2010
6200,01/01/2010
4800,01/01/2010
2400,01/01/2010
2500,01/01/2010
2600,01/01/2010
2800,01/01/2010
2600,01/01/2010
6800,01/01/2010
7400,01/01/2010
4500,01/01/2010
6900,01/01/2010
490,01/01/2010
42,01/01/2010
40,01/01/2010
42,01/01/2010
56,01/01/2010
245,01/01/2010
250,01/01/2010
290,01/01/2010
330,01/01/2010
360,01/01/2010
365,01/01/2010
285,01/01/2010
210,01/01/2010
240,01/01/2010
3100,01/01/2010
7200,01/01/2010
2500,01/01/2010
2600,01/01/2010
2700,01/01/2010
4400,01/01/2010
4600,01/01/2010
4900,01/01/2010
5400,01/01/2010
6200,01/01/2010
6600,01/01/2010
3400,01/01/2010
3700,01/01/2010
3700,01/01/2010
3800,01/01/2010
3700,01/01/2010
3800,01/01/2010
4000,01/01/2010
4200,01/01/2010
5500,01/01/2010
2300,01/01/2010
2400,01/01/2010
3100,01/01/2010
3800,01/01/2010
5800,01/01/2010
2400,01/01/2010
2700,01/01/2010
3600,01/01/2010
4600,01/01/2010
1900,01/01/2010
2200,01/01/2010
3100,01/01/2010
3600,01/01/2010
4300,01/01/2010
4500,01/01/2010
6000,01/01/2010
3000,01/01/2010
3300,01/01/2010
5000,01/01/2010
5700,01/01/2010
7400,01/01/2010
2500,01/01/2010
4300,01/01/2010
4800,01/01/2010
6400,01/01/2010
4800,01/01/2010
4400,01/01/2010
2800,01/01/2010
5900,01/01/2010
2700,01/01/2010
2400,01/01/2010
3800,01/01/2010
5800,01/01/2010
6500,01/01/2010
4100,01/01/2010
4400,01/01/2010
5200,01/01/2010
5400,01/01/2010
6200,01/01/2010
2800,01/01/2010
3100,01/01/2010
3800,01/01/2010
4200,01/01/2010
2300,01/01/2010
2500,01/01/2010
2800,01/01/2010
2900,01/01/2010
3000,01/01/2010
7800,01/01/2010
2500,01/01/2010
2600,01/01/2010
2700,01/01/2010
3000,01/01/2010
3100,01/01/2010
3800,01/01/2010
2300,01/01/2010
4100,01/01/2010
4600,01/01/2010
5100,01/01/2010
5200,01/01/2010
2300,01/01/2010
3300,01/01/2010
6500,01/01/2010
3700,01/01/2010
4400,01/01/2010
5700,01/01/2010
3600,01/01/2010
3700,01/01/2010
3800,01/01/2010
3600,01/01/2010
3700,01/01/2010
3900,01/01/2010
4000,01/01/2010
4100,01/01/2010
4600,01/01/2010
6400,01/01/2010
7100,01/01/2010
7700,01/01/2010
4000,01/01/2010
1800,01/01/2010
4300,01/01/2010
4000,01/01/2010
4400,01/01/2010
3900,01/01/2010
4000,01/01/2010
4700,01/01/2010
5500,01/01/2010
7700,01/01/2010
4400,01/01/2010
6800,01/01/2010
1900,01/01/2010
3800,01/01/2010
3100,01/01/2010
4400,01/01/2010
2600,01/01/2010
2300,01/01/2010
4800,01/01/2010
1800,01/01/2010
2200,01/01/2010
4500,01/01/2010
2400,01/01/2010
2600,01/01/2010
3100,01/01/2010
2600,01/01/2010
3800,01/01/2010
4000,01/01/2010
2500,01/01/2010
1800,01/01/2010
2000,01/01/2010
3600,01/01/2010
4200,01/01/2010
1900,01/01/2010
2000,01/01/2010
4100,01/01/2010
2200,01/01/2010
2500,01/01/2010
2700,01/01/2010
3100,01/01/2010
3300,01/01/2010
3600,01/01/2010
4000,01/01/2010
2000,01/01/2010
2100,01/01/2010
2300,01/01/2010
2400,01/01/2010
3200,01/01/2010
3400,01/01/2010
3800,01/01/2010
2300,01/01/2010
2700,01/01/2010
2300,01/01/2010
2100,01/01/2010
2300,01/01/2010
2500,01/01/2010
2500,01/01/2010
2700,01/01/2010
4400,01/01/2010
5200,01/01/2010
2300,01/01/2010
2000,01/01/2010
2300,01/01/2010
2400,01/01/2010
2000,01/01/2010
2100,01/01/2010
1900,01/01/2010
2100,01/01/2010
2700,01/01/2010
3600,01/01/2010
1900,01/01/2010
2000,01/01/2010
2200,01/01/2010
2300,01/01/2010
3600,01/01/2010
2400,01/01/2010
2700,01/01/2010
2100,01/01/2010
2200,01/01/2010
2300,01/01/2010
2500,01/01/2010
2700,01/01/2010
3000,01/01/2010
1900,01/01/2010
2100,01/01/2010
2300,01/01/2010
2400,01/01/2010
2700,01/01/2010
4100,01/01/2010
4200,01/01/2010
2100,01/01/2010
3800,01/01/2010
5800,01/01/2010
2000,01/01/2010
3700,01/01/2010
2500,01/01/2011
2600,01/01/2011
3300,01/01/2011
6400,01/01/2011
3400,01/01/2011
3600,01/01/2011
3700,01/01/2011
4000,01/01/2011
6200,01/01/2011
6100,01/01/2011
5000,01/01/2011
2500,01/01/2011
3700,01/01/2011
3900,01/01/2011
4000,01/01/2011
7100,01/01/2011
2500,01/01/2011
2700,01/01/2011
3500,01/01/2011
2200,01/01/2011
2300,01/01/2011
2700,01/01/2011
3400,01/01/2011
3900,01/01/2011
4600,01/01/2011
2500,01/01/2011
2700,01/01/2011
5200,01/01/2011
2900,01/01/2011
4600,01/01/2011
2300,01/01/2011
5800,01/01/2011
450,01/01/2011
490,01/01/2011
560,01/01/2011
580,01/01/2011
4100,01/01/2011
4200,01/01/2011
4400,01/01/2011
4600,01/01/2011
5000,01/01/2011
5000,01/01/2011
5400,01/01/2011
5600,01/01/2011
6900,01/01/2011
4000,01/01/2011
4900,01/01/2011
4200,01/01/2011
6800,01/01/2011
7400,01/01/2011
4300,01/01/2011
4500,01/01/2011
4800,01/01/2011
4900,01/01/2011
5000,01/01/2011
2400,01/01/2011
4300,01/01/2011
4900,01/01/2011
3900,01/01/2011
5400,01/01/2011
5900,01/01/2011
4100,01/01/2011
5600,01/01/2011
2100,01/01/2011
2000,01/01/2011
5400,01/01/2011
6600,01/01/2011
1700,01/01/2011
2100,01/01/2011
1900,01/01/2011
2000,01/01/2011
2000,01/01/2011
3300,01/01/2011
3800,01/01/2011
4900,01/01/2011
3700,01/01/2011
3800,01/01/2011
4000,01/01/2011
3700,01/01/2011
2200,01/01/2011
4200,01/01/2011
1900,01/01/2011
3700,01/01/2011
3800,01/01/2011
4000,01/01/2011
4600,01/01/2011
3500,01/01/2011
5100,01/01/2011
5200,01/01/2011
4400,01/01/2011
2000,01/01/2011
2400,01/01/2011
2900,01/01/2011
3100,01/01/2011
3700,01/01/2011
3500,01/01/2011
4100,01/01/2011
4500,01/01/2011
1500,01/01/2011
3900,01/01/2011
3900,01/01/2011
5400,01/01/2011
2200,01/01/2011
3100,01/01/2011
3800,01/01/2011
4800,01/01/2011
3700,01/01/2011
7500,01/01/2011
1700,01/01/2011
3600,01/01/2011
1500,01/01/2011
1600,01/01/2011
1700,01/01/2011
1800,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
4400,01/01/2011
5700,01/01/2011
6700,01/01/2011
1500,01/01/2011
1700,01/01/2011
1800,01/01/2011
2500,01/01/2011
1600,01/01/2011
3300,01/01/2011
3500,01/01/2011
4200,01/01/2011
4000,01/01/2011
2500,01/01/2011
3200,01/01/2011
3500,01/01/2011
4300,01/01/2011
4300,01/01/2011
6200,01/01/2011
5000,01/01/2011
2400,01/01/2011
2800,01/01/2011
3000,01/01/2011
2300,01/01/2011
2400,01/01/2011
2000,01/01/2011
2200,01/01/2011
2300,01/01/2011
6200,01/01/2011
3600,01/01/2011
4000,01/01/2011
4200,01/01/2011
4400,01/01/2011
4500,01/01/2011
4900,01/01/2011
5200,01/01/2011
5800,01/01/2011
6000,01/01/2011
6400,01/01/2011
3400,01/01/2011
3800,01/01/2011
4200,01/01/2011
4700,01/01/2011
4900,01/01/2011
5200,01/01/2011
5400,01/01/2011
6100,01/01/2011
2200,01/01/2011
2400,01/01/2011
2500,01/01/2011
3000,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
2600,01/01/2011
3100,01/01/2011
3600,01/01/2011
3700,01/01/2011
4700,01/01/2011
2800,01/01/2011
3100,01/01/2011
4100,01/01/2011
3700,01/01/2011
4000,01/01/2011
1800,01/01/2011
1900,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
1800,01/01/2011
1900,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
2600,01/01/2011
2900,01/01/2011
2200,01/01/2011
2300,01/01/2011
2500,01/01/2011
2600,01/01/2011
2700,01/01/2011
2800,01/01/2011
4100,01/01/2011
4400,01/01/2011
6500,01/01/2011
6900,01/01/2011
2200,01/01/2011
2400,01/01/2011
2600,01/01/2011
2700,01/01/2011
2800,01/01/2011
3100,01/01/2011
4600,01/01/2011
320,01/01/2011
325,01/01/2011
330,01/01/2011
380,01/01/2011
145,01/01/2011
220,01/01/2011
300,01/01/2011
340,01/01/2011
610,01/01/2011
530,01/01/2011
550,01/01/2011
105,01/01/2011
110,01/01/2011
120,01/01/2011
125,01/01/2011
130,01/01/2011
150,01/01/2011
170,01/01/2011
3600,01/01/2011
5000,01/01/2011
7000,01/01/2011
7500,01/01/2011
3800,01/01/2011
4200,01/01/2011
6100,01/01/2011
800,01/01/2011
4400,01/01/2011
2900,01/01/2011
3900,01/01/2011
2300,01/01/2011
3600,01/01/2011
3900,01/01/2011
6700,01/01/2011
48,01/01/2011
35,01/01/2011
4100,01/01/2011
5000,01/01/2011
2500,01/01/2011
2700,01/01/2011
2900,01/01/2011
3000,01/01/2011
2500,01/01/2011
2800,01/01/2011
2900,01/01/2011
3100,01/01/2011
4000,01/01/2011
4100,01/01/2011
4600,01/01/2011
5600,01/01/2011
5900,01/01/2011
6900,01/01/2011
2700,01/01/2011
3100,01/01/2011
4200,01/01/2011
4500,01/01/2011
5200,01/01/2011
5800,01/01/2011
3700,01/01/2011
4100,01/01/2011
4200,01/01/2011
4300,01/01/2011
4800,01/01/2011
3900,01/01/2011
4000,01/01/2011
3200,01/01/2011
4200,01/01/2011
7000,01/01/2011
4600,01/01/2011
2500,01/01/2011
6100,01/01/2011
7700,01/01/2011
8000,01/01/2011
1900,01/01/2011
2000,01/01/2011
2400,01/01/2011
2600,01/01/2011
3000,01/01/2011
4300,01/01/2011
4600,01/01/2011
7200,01/01/2011
7400,01/01/2011
2700,01/01/2011
2900,01/01/2011
3000,01/01/2011
4900,01/01/2011
5600,01/01/2011
2100,01/01/2011
2700,01/01/2011
2700,01/01/2011
2800,01/01/2011
4100,01/01/2011
4200,01/01/2011
4300,01/01/2011
4500,01/01/2011
5000,01/01/2011
5700,01/01/2011
3200,01/01/2011
3300,01/01/2011
4100,01/01/2011
1100,01/01/2011
4400,01/01/2011
4300,01/01/2011
8000,01/01/2011
2000,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
3000,01/01/2011
2200,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
450,01/01/2011
480,01/01/2011
500,01/01/2011
2500,01/01/2011
2700,01/01/2011
2800,01/01/2011
3000,01/01/2011
4900,01/01/2011
2300,01/01/2011
2800,01/01/2011
6700,01/01/2011
7100,01/01/2011
4800,01/01/2011
4100,01/01/2011
4500,01/01/2011
4600,01/01/2011
6000,01/01/2011
6100,01/01/2011
2900,01/01/2011
4800,01/01/2011
3300,01/01/2011
6000,01/01/2011
110,01/01/2011
115,01/01/2011
120,01/01/2011
125,01/01/2011
130,01/01/2011
140,01/01/2011
250,01/01/2011
290,01/01/2011
320,01/01/2011
580,01/01/2011
295,01/01/2011
560,01/01/2011
400,01/01/2011
690,01/01/2011
270,01/01/2011
455,01/01/2011
500,01/01/2011
71,01/01/2011
3900,01/01/2011
3600,01/01/2011
3800,01/01/2011
4200,01/01/2011
1900,01/01/2011
2000,01/01/2011
2300,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
2300,01/01/2011
3700,01/01/2011
2000,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
2400,01/01/2011
2100,01/01/2011
2200,01/01/2011
2500,01/01/2011
2800,01/01/2011
3100,01/01/2011
3200,01/01/2011
1900,01/01/2011
2300,01/01/2011
1800,01/01/2011
2300,01/01/2011
2400,01/01/2011
4400,01/01/2011
2900,01/01/2011
1700,01/01/2011
1800,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
2600,01/01/2011
2700,01/01/2011
2800,01/01/2011
1300,01/01/2011
2000,01/01/2011
2200,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
2600,01/01/2011
2700,01/01/2011
2800,01/01/2011
2200,01/01/2011
4700,01/01/2011
3400,01/01/2011
4200,01/01/2011
4400,01/01/2011
2200,01/01/2011
2100,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
4500,01/01/2011
4800,01/01/2011
1400,01/01/2011
2000,01/01/2011
2200,01/01/2011
2300,01/01/2011
2100,01/01/2011
1700,01/01/2011
2500,01/01/2011
4100,01/01/2011
3800,01/01/2011
4300,01/01/2011
1300,01/01/2011
1400,01/01/2011
1500,01/01/2011
1700,01/01/2011
1800,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
2300,01/01/2011
2400,01/01/2011
2500,01/01/2011
3700,01/01/2011
1400,01/01/2011
1500,01/01/2011
1600,01/01/2011
1700,01/01/2011
1800,01/01/2011
1900,01/01/2011
2000,01/01/2011
2100,01/01/2011
2200,01/01/2011
2300,01/01/2011
2400,01/01/2011
7300,01/01/2011
5500,01/01/2011
8200,01/01/2011
3700,01/01/2011
2800,01/01/2011
3000,01/01/2011
3700,01/01/2011
3800,01/01/2011
4500,01/01/2011
2200,01/01/2011
2300,01/01/2011
1400,01/01/2011
4100,01/01/2011
2800,01/01/2011
3000,01/01/2011
2600,01/01/2011
2700,01/01/2011
2800,01/01/2011
3000,01/01/2011
4100,01/01/2011
4400,01/01/2011
5000,01/01/2011
1200,01/01/2011
2600,01/01/2011
3000,01/01/2011
3400,01/01/2011
3500,01/01/2011
3800,01/01/2011
5200,01/01/2011
3800,01/01/2011
4100,01/01/2011
4200,01/01/2011
5700,01/01/2011
6000,01/01/2011
6100,01/01/2011
3300,01/01/2011
3800,01/01/2011
4000,01/01/2011
4200,01/01/2011
4300,01/01/2011
4400,01/01/2011
5000,01/01/2011
4300,01/01/2011
4500,01/01/2011
2700,01/01/2011
2900,01/01/2011
3400,01/01/2011
3600,01/01/2011
3500,01/01/2011
3500,01/01/2011
3900,01/01/2011
4000,01/01/2011
600,01/01/2011
400,01/01/2011
430,01/01/2011
440,01/01/2011
640,01/01/2011
440,01/01/2011
620,01/01/2011
265,01/01/2011
290,01/01/2011
530,01/01/2011
270,01/01/2011
365,01/01/2011
440,01/01/2011
495,01/01/2011
500,01/01/2011
580,01/01/2011
720,01/01/2011
110,01/01/2011
290,01/01/2011
325,01/01/2011
480,01/01/2011
490,01/01/2011
510,01/01/2011
530,01/01/2011
540,01/01/2011
620,01/01/2011
670,01/01/2011
5100,01/01/2011
4100,01/01/2011
4900,01/01/2011
53,01/01/2011
3900,01/01/2011
8000,01/01/2011
4100,01/01/2011
2400,01/01/2011
4600,01/01/2011
2200,01/01/2011
2300,01/01/2011
2700,01/01/2011
3700,01/01/2011
4200,01/01/2011
2000,01/01/2011
3600,01/01/2011
3700,01/01/2011
2600,01/01/2011
3800,01/01/2011
2100,01/01/2011
2200,01/01/2011
2000,01/01/2011
2200,01/01/2011
2900,01/01/2011
3300,01/01/2011
2200,01/01/2011
3500,01/01/2011
2400,01/01/2011
3500,01/01/2011
2600,01/01/2011
4100,01/01/2011
4200,01/01/2011
2400,01/01/2011
2100,01/01/2011
2000,01/01/2011
3500,01/01/2011
3600,01/01/2011
2100,01/01/2011
2800,01/01/2011
3300,01/01/2011
2100,01/01/2011
2300,01/01/2011
2600,01/01/2011
2500,01/01/2011
2500,01/01/2011
4500,01/01/2011
3700,01/01/2011
4100,01/01/2011
4800,01/01/2012
5600,01/01/2012
6400,01/01/2012
1400,01/01/2012
4600,01/01/2012
2300,01/01/2012
4600,01/01/2012
3800,01/01/2012
7400,01/01/2012
1900,01/01/2012
2100,01/01/2012
2200,01/01/2012
2300,01/01/2012
2400,01/01/2012
2700,01/01/2012
3200,01/01/2012
4100,01/01/2012
4200,01/01/2012
1900,01/01/2012
2100,01/01/2012
2200,01/01/2012
2300,01/01/2012
2400,01/01/2012
2500,01/01/2012
3700,01/01/2012
3900,01/01/2012
4900,01/01/2012
5700,01/01/2012
6800,01/01/2012
2500,01/01/2012
5300,01/01/2012
6700,01/01/2012
4000,01/01/2012
7400,01/01/2012
1900,01/01/2012
1900,01/01/2012
3500,01/01/2012
3700,01/01/2012
2400,01/01/2012
2500,01/01/2012
2600,01/01/2012
3100,01/01/2012
3900,01/01/2012
4800,01/01/2012
5900,01/01/2012
3500,01/01/2012
4200,01/01/2012
4400,01/01/2012
5000,01/01/2012
7400,01/01/2012
5800,01/01/2012
5400,01/01/2012
1700,01/01/2012
2200,01/01/2012
8600,01/01/2012
1300,01/01/2012
5100,01/01/2012
4000,01/01/2012
5700,01/01/2012
5800,01/01/2012
450,01/01/2012
500,01/01/2012
590,01/01/2012
27,01/01/2012
32,01/01/2012
33,01/01/2012
36,01/01/2012
41,01/01/2012
44,01/01/2012
45,01/01/2012
48,01/01/2012
59,01/01/2012
22,01/01/2012
27,01/01/2012
28,01/01/2012
29,01/01/2012
30,01/01/2012
31,01/01/2012
35,01/01/2012
39,01/01/2012
44,01/01/2012
49,01/01/2012
3500,01/01/2012
3000,01/01/2012
3300,01/01/2012
3400,01/01/2012
3800,01/01/2012
4000,01/01/2012
4900,01/01/2012
3500,01/01/2012
6900,01/01/2012
4300,01/01/2012
4700,01/01/2012
3900,01/01/2012
5200,01/01/2012
1400,01/01/2012
1600,01/01/2012
1800,01/01/2012
7400,01/01/2012
1500,01/01/2012
1800,01/01/2012
2900,01/01/2012
3000,01/01/2012
3600,01/01/2012
2300,01/01/2012
2500,01/01/2012
4200,01/01/2012
2100,01/01/2012
3300,01/01/2012
3600,01/01/2012
3700,01/01/2012
4200,01/01/2012
4500,01/01/2012
4200,01/01/2012
4700,01/01/2012
27,01/01/2012
38,01/01/2012
29,01/01/2012
45,01/01/2012
2700,01/01/2012
370,01/01/2012
135,01/01/2012
225,01/01/2012
340,01/01/2012
365,01/01/2012
370,01/01/2012
395,01/01/2012
540,01/01/2012
550,01/01/2012
560,01/01/2012
570,01/01/2012
750,01/01/2012
415,01/01/2012
445,01/01/2012
455,01/01/2012
460,01/01/2012
470,01/01/2012
485,01/01/2012
420,01/01/2012
295,01/01/2012
305,01/01/2012
390,01/01/2012
470,01/01/2012
650,01/01/2012
295,01/01/2012
445,01/01/2012
460,01/01/2012
630,01/01/2012
300,01/01/2012
335,01/01/2012
530,01/01/2012
710,01/01/2012
750,01/01/2012
770,01/01/2012
315,01/01/2012
330,01/01/2012
335,01/01/2012
410,01/01/2012
435,01/01/2012
470,01/01/2012
510,01/01/2012
610,01/01/2012
660,01/01/2012
670,01/01/2012
680,01/01/2012
435,01/01/2012
440,01/01/2012
475,01/01/2012
495,01/01/2012
590,01/01/2012
415,01/01/2012
5800,01/01/2012
2700,01/01/2012
3500,01/01/2012
3800,01/01/2012
4700,01/01/2012
5400,01/01/2012
3500,01/01/2012
3600,01/01/2012
56,01/01/2012
1500,01/01/2012
4500,01/01/2012
2400,01/01/2012
2800,01/01/2012
4700,01/01/2012
7100,01/01/2012
2100,01/01/2012
2300,01/01/2012
2400,01/01/2012
2600,01/01/2012
2900,01/01/2012
8200,01/01/2012
4200,01/01/2012
3900,01/01/2012
4300,01/01/2012
4400,01/01/2012
4500,01/01/2012
3600,01/01/2012
2400,01/01/2012
2700,01/01/2012
3000,01/01/2012
4200,01/01/2012
3600,01/01/2012
4000,01/01/2012
5400,01/01/2012
2800,01/01/2012
3100,01/01/2012
4400,01/01/2012
4500,01/01/2012
5900,01/01/2012
8200,01/01/2012
2000,01/01/2012
3100,01/01/2012
5500,01/01/2012
5800,01/01/2012
6000,01/01/2012
3200,01/01/2012
4300,01/01/2012
2500,01/01/2012
2900,01/01/2012
3900,01/01/2012
4000,01/01/2012
4100,01/01/2012
2000,01/01/2012
2900,01/01/2012
5400,01/01/2012
2700,01/01/2012
2900,01/01/2012
3000,01/01/2012
5500,01/01/2012
5800,01/01/2012
5200,01/01/2012
5900,01/01/2012
6700,01/01/2012
6900,01/01/2012
4000,01/01/2012
4200,01/01/2012
4000,01/01/2012
4500,01/01/2012
6300,01/01/2012
3600,01/01/2012
4900,01/01/2012
6000,01/01/2012
1700,01/01/2012
4600,01/01/2012
3000,01/01/2012
3100,01/01/2012
4800,01/01/2012
4500,01/01/2012
6100,01/01/2012
2500,01/01/2012
3000,01/01/2012
4300,01/01/2012
4700,01/01/2012
5800,01/01/2012
6500,01/01/2012
5900,01/01/2012
2600,01/01/2012
2700,01/01/2012
3000,01/01/2012
5000,01/01/2012
4700,01/01/2012
6800,01/01/2012
2200,01/01/2012
3200,01/01/2012
3900,01/01/2012
4600,01/01/2012
4200,01/01/2012
2900,01/01/2012
5100,01/01/2012
3200,01/01/2012
6400,01/01/2012
4400,01/01/2012
5300,01/01/2012
4100,01/01/2012
1200,01/01/2012
5200,01/01/2012
4200,01/01/2012
3100,01/01/2012
4600,01/01/2012
4700,01/01/2012
3600,01/01/2012
5800,01/01/2012
7100,01/01/2012
6600,01/01/2012
2300,01/01/2012
2400,01/01/2012
3900,01/01/2012
5600,01/01/2012
2500,01/01/2012
2600,01/01/2012
3100,01/01/2012
4300,01/01/2012
3800,01/01/2012
3900,01/01/2012
4600,01/01/2012
3700,01/01/2012
3800,01/01/2012
4000,01/01/2012
4100,01/01/2012
4200,01/01/2012
4500,01/01/2012
1600,01/01/2012
3200,01/01/2012
3300,01/01/2012
3400,01/01/2012
3800,01/01/2012
4100,01/01/2012
4200,01/01/2012
4800,01/01/2012
4900,01/01/2012
5000,01/01/2012
6500,01/01/2012
6800,01/01/2012
3300,01/01/2012
3700,01/01/2012
4100,01/01/2012
3500,01/01/2012
4100,01/01/2012
4700,01/01/2012
7000,01/01/2012
6900,01/01/2012
74,01/01/2012
4400,01/01/2012
4600,01/01/2012
4800,01/01/2012
6300,01/01/2012
6500,01/01/2012
4900,01/01/2012
2200,01/01/2012
4000,01/01/2012
3100,01/01/2012
3300,01/01/2012
3600,01/01/2012
5800,01/01/2012
2200,01/01/2012
2300,01/01/2012
2600,01/01/2012
2700,01/01/2012
3100,01/01/2012
2300,01/01/2012
6100,01/01/2012
4100,01/01/2012
4300,01/01/2012
210,01/01/2012
1700,01/01/2012
2000,01/01/2012
2100,01/01/2012
2200,01/01/2012
2300,01/01/2012
3600,01/01/2012
4000,01/01/2012
4300,01/01/2012
1800,01/01/2012
1900,01/01/2012
2100,01/01/2012
1900,01/01/2012
4200,01/01/2012
5800,01/01/2012
6600,01/01/2012
3000,01/01/2012
4200,01/01/2012
4500,01/01/2012
5000,01/01/2012
3800,01/01/2012
4300,01/01/2012
4700,01/01/2012
5500,01/01/2012
3800,01/01/2012
5000,01/01/2012
5400,01/01/2012
5700,01/01/2012
6100,01/01/2012
6800,01/01/2012
7000,01/01/2012
7700,01/01/2012
3500,01/01/2012
320,01/01/2012
390,01/01/2012
420,01/01/2012
425,01/01/2012
430,01/01/2012
530,01/01/2012
660,01/01/2012
4000,01/01/2012
4200,01/01/2012
4900,01/01/2012
1500,01/01/2012
5000,01/01/2012
7000,01/01/2012
1700,01/01/2012
1800,01/01/2012
3700,01/01/2012
4000,01/01/2012
4500,01/01/2012
1800,01/01/2012
4400,01/01/2012
4000,01/01/2012
4100,01/01/2012
4300,01/01/2012
3700,01/01/2012
4000,01/01/2012
5100,01/01/2012
3400,01/01/2012
3800,01/01/2012
4100,01/01/2012
4200,01/01/2012
5400,01/01/2012
3900,01/01/2012
3800,01/01/2012
3900,01/01/2012
2500,01/01/2012
2300,01/01/2012
2500,01/01/2012
2600,01/01/2012
3500,01/01/2012
3600,01/01/2012
3700,01/01/2012
3800,01/01/2012
4200,01/01/2012
4300,01/01/2012
4600,01/01/2012
4800,01/01/2012
2400,01/01/2012
3800,01/01/2012
52,01/01/2012
1600,01/01/2012
1800,01/01/2012
4600,01/01/2012
5400,01/01/2012
7000,01/01/2012
7100,01/01/2012
4300,01/01/2012
5500,01/01/2012
4200,01/01/2012
4400,01/01/2012
4300,01/01/2012
6300,01/01/2012
2600,01/01/2012
2900,01/01/2012
3300,01/01/2012
3400,01/01/2012
3500,01/01/2012
4800,01/01/2012
5700,01/01/2012
2500,01/01/2012
5300,01/01/2012
6400,01/01/2012
2100,01/01/2012
3200,01/01/2012
3500,01/01/2012
4200,01/01/2012
4900,01/01/2012
5100,01/01/2012
3500,01/01/2012
3600,01/01/2012
4200,01/01/2012
7600,01/01/2012
3800,01/01/2012
3200,01/01/2012
3500,01/01/2012
3800,01/01/2012
3600,01/01/2012
3800,01/01/2012
3900,01/01/2012
3800,01/01/2012
3900,01/01/2012
4000,01/01/2012
6700,01/01/2012
2300,01/01/2012
3800,01/01/2012
3900,01/01/2012
4300,01/01/2012
60,01/01/2012
35,01/01/2012
43,01/01/2012
6700,01/01/2012
2200,01/01/2012
2900,01/01/2012
3000,01/01/2012
3900,01/01/2012
4000,01/01/2012
3600,01/01/2012
